date,c1,c2,c3,p1,p2,p3,stability,c1_new
02-01-2024 18:00,-1.19345453,-0.786990145,-1.062207482,0.487693037,0.465678692,0.303252704,stable,-1.1934228984899986
02-01-2024 19:00,-0.934458455,-1.324802926,-1.83423452,0.752080739,0.545648488,0.753819793,unstable,-0.9344543974199988
02-01-2024 20:00,-0.721277489,-1.631831506,-1.578819101,0.971341984,0.52825618,0.385194967,unstable,-0.7212732998200008
02-01-2024 21:00,-1.263858272,-1.868102971,-1.68596949,0.949741092,0.31554649,0.541918832,unstable,-1.2638581434699987
02-01-2024 22:00,-0.941815424,-1.455489033,-1.55017989,0.092113691,0.161323651,0.629538539,unstable,-0.9418079364199988
02-01-2024 23:00,-0.990320699,-0.740431994,-1.38177102,0.218446975,0.13016429,0.927245127,unstable,-0.9903085930799986
03-01-2024 00:00,-1.528679071,-0.933536362,-1.162495859,0.275524589,0.180635827,0.071150693,stable,-1.5286872686899988
03-01-2024 01:00,-1.147227152,-0.584545427,-1.360385354,0.734914971,0.701033898,0.571191709,unstable,-1.1472168145
03-01-2024 02:00,-1.539642972,-1.240710171,-1.484531868,0.910460902,0.252904569,0.335623597,stable,-1.5396388937899992
03-01-2024 03:00,-0.802758458,-1.740064398,-1.057489585,0.440125341,0.734540612,0.168255893,stable,-0.80277736433
03-01-2024 04:00,-1.866818959,-1.321717393,-1.639001443,0.914943058,0.312604733,0.198586651,stable,-1.86682279813
03-01-2024 05:00,-1.814758628,-1.665673189,-0.924158085,0.625448401,0.931250564,0.587481732,unstable,-1.814765113290001
03-01-2024 06:00,-1.594990726,-0.645610083,-0.898713222,0.080500436,0.727238816,0.535747285,stable,-1.5950009381899997
03-01-2024 07:00,-1.079571841,-1.26748158,-1.946561553,0.292293776,0.858954057,0.809433485,unstable,-1.079578436720002
03-01-2024 08:00,-1.969939471,-0.974780862,-1.429542073,0.918499242,0.769666622,0.736215,unstable,-1.9699223835000024
03-01-2024 09:00,-1.591741124,-1.856850974,-1.353601563,0.729282373,0.264607238,0.602570249,unstable,-1.5917559983400005
03-01-2024 10:00,-1.844268579,-1.030609791,-1.645697287,0.655262248,0.164645686,0.964074,unstable,-1.8442891443199982
03-01-2024 11:00,-1.182890552,-0.507567922,-1.230170674,0.617576148,0.943404449,0.897934129,unstable,-1.1829027668700007
03-01-2024 12:00,-1.732388929,-1.039322741,-1.800657291,0.276071227,0.356149941,0.947930936,stable,-1.7324023479399977
03-01-2024 13:00,-1.446599384,-1.257876344,-1.594377001,0.132311799,0.551428485,0.853210667,stable,-1.4466259592799986
03-01-2024 14:00,-0.748265437,-0.830803017,-1.278944747,0.721021926,0.566078365,0.227266443,unstable,-0.7482525218000003
03-01-2024 15:00,-1.287815494,-1.074560816,-1.960207466,0.814648058,0.427349472,0.065992467,stable,-1.287817124789999
03-01-2024 16:00,-1.111870927,-0.651285587,-1.732505035,0.426609919,0.777890751,0.762608575,unstable,-1.111891072419999
03-01-2024 17:00,-1.129886721,-0.656845369,-0.777933054,0.469658208,0.14376284,0.242173233,stable,-1.1299238516700014
03-01-2024 18:00,-1.869352138,-1.990819758,-0.869696315,0.224715845,0.322195067,0.631429086,stable,-1.8693637577500024
03-01-2024 19:00,-1.8626488,-0.720583759,-0.764949707,0.816913062,0.785685789,0.26253483,unstable,-1.8626784593099983
03-01-2024 20:00,-1.174079174,-1.045371485,-1.522259432,0.940562151,0.68697601,0.494277199,unstable,-1.17411026128
03-01-2024 21:00,-1.629652474,-0.806827311,-0.597303511,0.769570317,0.297345403,0.223201092,unstable,-1.6296461343900013
03-01-2024 22:00,-1.83968981,-1.47696246,-1.312220895,0.236448361,0.71871278,0.133248842,stable,-1.8396700206800016
03-01-2024 23:00,-0.761956344,-0.930094447,-0.556294528,0.900438167,0.709168687,0.547601172,unstable,-0.7619422537799992
04-01-2024 00:00,-0.618602879,-0.968419289,-1.944943255,0.377840508,0.551898284,0.72261567,unstable,-0.6185809463900003
04-01-2024 01:00,-1.896024246,-0.91914613,-1.266987949,0.616303807,0.894612523,0.714979938,unstable,-1.8959849097199994
04-01-2024 02:00,-1.66734962,-1.28618946,-1.149902699,0.512106495,0.58003683,0.106494546,unstable,-1.6673429947800023
04-01-2024 03:00,-1.398339807,-1.150138858,-0.526926153,0.473559606,0.586932032,0.692527192,unstable,-1.3983436169700005
04-01-2024 04:00,-1.825784517,-1.740660859,-1.362780441,0.59586262,0.672475668,0.391220704,unstable,-1.8258236542599982
04-01-2024 05:00,-1.956401653,-1.034831138,-0.976250331,0.818171798,0.252390715,0.850767268,unstable,-1.9563846805400018
04-01-2024 06:00,-1.186650861,-1.932798447,-1.445586434,0.36278988,0.070060111,0.24578767,stable,-1.1866314362200001
04-01-2024 07:00,-1.04606314,-1.907085686,-1.895622233,0.683096949,0.419971632,0.744807748,stable,-1.0460172482999994
04-01-2024 08:00,-0.611008787,-1.859561767,-0.63322625,0.821609566,0.651431519,0.931990324,unstable,-0.6110131590900006
04-01-2024 09:00,-1.954014917,-1.268580725,-1.324436452,0.387824418,0.24695312,0.68114796,unstable,-1.9540025957600002
04-01-2024 10:00,-1.139514665,-1.810389238,-1.253084232,0.599086436,0.33050765,0.347287981,unstable,-1.1395163955300018
04-01-2024 11:00,-1.681975349,-1.193748628,-1.063494378,0.310071135,0.487755136,0.35197735,unstable,-1.6819664298799986
04-01-2024 12:00,-1.709861728,-1.226853933,-1.882781746,0.635884956,0.327048254,0.122179839,stable,-1.7098574998899978
04-01-2024 13:00,-0.777147373,-1.792174428,-0.801671746,0.189214434,0.195237949,0.087995384,stable,-0.7771433030399991
04-01-2024 14:00,-0.939060209,-0.640889963,-1.542556669,0.791567065,0.908931973,0.641188019,unstable,-0.9390545907600015
04-01-2024 15:00,-1.290479695,-1.051762205,-0.794309506,0.76896247,0.986434013,0.721202261,unstable,-1.2904598991100007
04-01-2024 16:00,-0.554877705,-0.628492376,-1.706215612,0.346975118,0.673216381,0.758566625,unstable,-0.5548794060900005
04-01-2024 17:00,-1.106306984,-0.691865358,-1.598914393,0.645709296,0.551679533,0.809231033,unstable,-1.1062817684199995
04-01-2024 18:00,-1.864352684,-1.446615572,-0.583550022,0.838630575,0.945511998,0.220583273,unstable,-1.8643613537400006
04-01-2024 19:00,-0.751397607,-0.918757552,-0.669087012,0.817946754,0.44310795,0.064499259,stable,-0.751442515669999
04-01-2024 20:00,-0.629883246,-1.691461061,-0.662452783,0.950580563,0.784279997,0.984061571,unstable,-0.6298884416099996
04-01-2024 21:00,-1.359430425,-1.275892794,-0.958432669,0.202196924,0.320286381,0.104929493,stable,-1.3594309157699984
04-01-2024 22:00,-0.554942663,-1.402088139,-0.740770608,0.49698598,0.579084047,0.190388869,unstable,-0.5549175362899996
04-01-2024 23:00,-0.722129857,-1.690227037,-1.649169268,0.066391304,0.125747529,0.714503592,unstable,-0.7221267921199993
05-01-2024 00:00,-1.41001999,-0.931022512,-1.599080505,0.173240409,0.178907354,0.493383909,stable,-1.4099811566799982
05-01-2024 01:00,-0.642507586,-1.741186788,-0.643430025,0.545684231,0.447257164,0.21599951,unstable,-0.6424519584400002
05-01-2024 02:00,-1.73895907,-1.340263382,-1.677528562,0.631820826,0.988888246,0.386757626,unstable,-1.7389531791099964
05-01-2024 03:00,-1.842826889,-1.069280275,-1.452230407,0.614122879,0.696988108,0.409465072,stable,-1.8428230278799986
05-01-2024 04:00,-1.37989766,-0.54184636,-1.090136334,0.790520509,0.059747721,0.330453691,unstable,-1.3799214624199996
05-01-2024 05:00,-1.192910287,-0.810966281,-1.92457725,0.341649564,0.176211204,0.427043144,stable,-1.1929453770800014
05-01-2024 06:00,-1.524996368,-0.657862825,-1.217851342,0.144784407,0.716140167,0.267533667,unstable,-1.5249979878700004
05-01-2024 07:00,-1.894400006,-1.661230519,-1.013144992,0.906382775,0.54608873,0.978279208,unstable,-1.8944091395500022
05-01-2024 08:00,-1.077398558,-1.934412248,-1.684285555,0.425179102,0.340887661,0.873232922,unstable,-1.0773864722099993
05-01-2024 09:00,-1.814377334,-1.606068019,-0.737049661,0.990996982,0.190586915,0.334653674,stable,-1.8143894826399998
05-01-2024 10:00,-1.45180699,-1.439914671,-1.912115441,0.606133819,0.485587649,0.895076685,stable,-1.451818394779998
05-01-2024 11:00,-0.830269572,-1.99565218,-0.754741951,0.524352298,0.303414332,0.437988147,stable,-0.8302821665900002
05-01-2024 12:00,-1.413222004,-0.518402838,-0.631437153,0.896133231,0.718076098,0.082876758,unstable,-1.4132347535700014
05-01-2024 13:00,-0.612777374,-0.840268667,-1.563214685,0.749153917,0.837036,0.881581346,unstable,-0.612734247119999
05-01-2024 14:00,-0.709412797,-1.267663348,-0.976566153,0.3354138,0.258184081,0.176920421,stable,-0.709400691130001
05-01-2024 15:00,-0.635222387,-0.987823507,-0.647084754,0.095256233,0.73902414,0.349330711,unstable,-0.6352217366999997
05-01-2024 16:00,-1.573200831,-0.82380715,-1.102813405,0.993691921,0.182544247,0.629636215,unstable,-1.5732102814900002
05-01-2024 17:00,-1.056917254,-1.125644422,-1.357538937,0.560933285,0.439887694,0.290711775,stable,-1.0568982196799994
05-01-2024 18:00,-1.176266494,-1.105347602,-0.892181009,0.187665214,0.084595536,0.691412673,stable,-1.176219768270001
05-01-2024 19:00,-1.683648195,-0.91906171,-0.885448789,0.445274715,0.407073833,0.962031116,unstable,-1.683662552629999
05-01-2024 20:00,-1.637384278,-1.968546405,-1.413745729,0.744888312,0.914090463,0.930346498,unstable,-1.6373819052700016
05-01-2024 21:00,-0.706075813,-0.729705537,-0.718822238,0.418102321,0.433400246,0.187788728,unstable,-0.7060676307599991
05-01-2024 22:00,-1.489143925,-1.472820928,-1.778124069,0.240982818,0.128869655,0.520623815,stable,-1.4891897980999997
05-01-2024 23:00,-1.795691641,-1.838299167,-1.75630729,0.678388706,0.717134728,0.552442612,unstable,-1.795680999480001
06-01-2024 00:00,-1.875642294,-1.955963387,-1.259343643,0.803444346,0.074443496,0.439608769,unstable,-1.875641274329999
06-01-2024 01:00,-0.638535894,-1.959005347,-1.53264896,0.994647488,0.229000538,0.883051681,unstable,-0.6385440551400002
06-01-2024 02:00,-1.447144713,-1.848215502,-1.163077407,0.138273224,0.412267555,0.267897783,stable,-1.4471317354800002
06-01-2024 03:00,-0.979574257,-0.76869371,-1.028749464,0.744465741,0.174313882,0.872965112,unstable,-0.9795202442199993
06-01-2024 04:00,-1.246030083,-1.591086508,-1.504682618,0.293606962,0.241695028,0.53123728,stable,-1.2460319583199977
06-01-2024 05:00,-0.643850986,-0.831336049,-1.433987867,0.456637964,0.131737027,0.887672711,stable,-0.6438491840899992
06-01-2024 06:00,-1.641126177,-1.024575843,-1.301990579,0.233043731,0.455161514,0.16245222,unstable,-1.6411315408900016
06-01-2024 07:00,-1.392522541,-1.608622953,-0.862059111,0.60594469,0.95137933,0.165330974,unstable,-1.392538244310002
06-01-2024 08:00,-1.069750691,-0.736515283,-0.561484988,0.21313423,0.104912854,0.701868116,stable,-1.0697551112899992
06-01-2024 09:00,-1.376651581,-1.777610093,-1.631294615,0.895917776,0.73512905,0.183235604,unstable,-1.3766513051400004
06-01-2024 10:00,-1.073729413,-1.531561639,-1.767477921,0.850165707,0.902526256,0.987838939,unstable,-1.0737462276699996
06-01-2024 11:00,-1.928883343,-1.273329442,-0.540299469,0.610753639,0.153716295,0.418290293,unstable,-1.9289120828099984
06-01-2024 12:00,-1.446435854,-1.23776761,-1.203800118,0.806994081,0.160941548,0.259819187,stable,-1.44641067429
06-01-2024 13:00,-0.757291305,-1.767138925,-1.035806626,0.329533953,0.332099139,0.340989841,stable,-0.7572439293499998
06-01-2024 14:00,-1.960840698,-1.739526587,-1.416070527,0.401420871,0.13695941,0.103242325,stable,-1.960827195049998
06-01-2024 15:00,-0.795362746,-0.960668757,-1.016792481,0.763361257,0.419400059,0.562302845,unstable,-0.7953403930799997
06-01-2024 16:00,-0.862293503,-1.017579383,-0.652673633,0.193752472,0.764895228,0.867230098,unstable,-0.8622652958899993
06-01-2024 17:00,-1.63496832,-1.404356325,-0.978837505,0.730050476,0.398632756,0.529091301,unstable,-1.6349861168700013
06-01-2024 18:00,-1.38855754,-1.853427629,-1.546453491,0.709628673,0.84986016,0.849255497,unstable,-1.3885641642599984
06-01-2024 19:00,-0.782263551,-0.935458716,-0.538704036,0.825771218,0.258397785,0.075619225,unstable,-0.7822360957400001
06-01-2024 20:00,-1.553848922,-1.951365359,-0.623317457,0.593410772,0.37387641,0.577771779,unstable,-1.5538352695799993
06-01-2024 21:00,-1.961774317,-0.858008509,-1.980756614,0.42163821,0.933305633,0.680300685,unstable,-1.9617344044599998
06-01-2024 22:00,-1.676719717,-1.909779,-1.956597981,0.232132774,0.320608323,0.635449751,stable,-1.6767046725399986
06-01-2024 23:00,-1.057253318,-1.366509077,-0.561026253,0.91989329,0.28032652,0.105940518,unstable,-1.0572367165700003
07-01-2024 00:00,-1.271988081,-1.770216574,-0.757622064,0.449291548,0.55576023,0.953098266,unstable,-1.2719965593600016
07-01-2024 01:00,-1.675345635,-1.234936212,-1.490680039,0.311078172,0.547424587,0.914632407,unstable,-1.6753663607500027
07-01-2024 02:00,-0.877383408,-0.660394184,-1.972498763,0.125158355,0.967380282,0.802197578,unstable,-0.8773899038900005
07-01-2024 03:00,-1.350604621,-1.920262421,-1.639838292,0.784747599,0.950116356,0.069852549,unstable,-1.3505702270599975
07-01-2024 04:00,-0.966873408,-1.393422554,-0.631791873,0.259866632,0.925371973,0.879336464,unstable,-0.9668809836799998
07-01-2024 05:00,-0.836310262,-0.619778979,-1.564180919,0.619558877,0.242109279,0.263059413,stable,-0.8363099439299998
07-01-2024 06:00,-1.655253069,-1.693321627,-1.353246862,0.976977024,0.347303749,0.980520517,unstable,-1.655230040179999
07-01-2024 07:00,-1.459194745,-1.968065831,-0.907422006,0.323317157,0.058033418,0.833382676,stable,-1.4592027065899995
07-01-2024 08:00,-0.845818965,-1.54094304,-1.200270616,0.902175245,0.860378457,0.834928999,unstable,-0.8458260402300003
07-01-2024 09:00,-1.647526241,-1.238630613,-0.776592351,0.152783685,0.059514641,0.782021128,unstable,-1.6475431794699995
07-01-2024 10:00,-1.256987384,-0.536927091,-0.812199237,0.931691414,0.356594226,0.09102641,unstable,-1.256997887189999
07-01-2024 11:00,-1.336343998,-1.615702401,-0.563449166,0.947642471,0.070462397,0.473726407,unstable,-1.3363469844600004
07-01-2024 12:00,-1.834015114,-1.228987741,-1.581295385,0.22459689,0.718258127,0.769168232,unstable,-1.8340053769100013
07-01-2024 13:00,-1.823264561,-1.305901411,-1.781405217,0.333463465,0.43559169,0.243247212,stable,-1.8232787577400011
07-01-2024 14:00,-0.796337379,-1.676363319,-0.848784484,0.224306353,0.241469493,0.732628748,unstable,-0.7963435740099996
07-01-2024 15:00,-1.731630791,-0.583414285,-0.805318977,0.107081089,0.570033285,0.539953404,unstable,-1.7316124828699981
07-01-2024 16:00,-1.494715178,-0.512736437,-0.897743113,0.24880544,0.497955362,0.10253096,stable,-1.4946880150100026
07-01-2024 17:00,-0.908641757,-1.824263617,-0.793743581,0.10652846,0.750944477,0.474652692,stable,-0.9086408679300001
07-01-2024 18:00,-1.478167047,-1.646648726,-1.265247685,0.632003464,0.206083314,0.793691549,unstable,-1.4781565038699997
07-01-2024 19:00,-1.271804708,-1.827053174,-0.532345206,0.492716451,0.815490558,0.514919503,unstable,-1.2718350942100018
07-01-2024 20:00,-0.547462304,-0.674936213,-0.66611832,0.073300109,0.224943085,0.993730112,unstable,-0.5474831095699995
07-01-2024 21:00,-0.59269326,-1.051048869,-1.063567682,0.122787603,0.237547181,0.996737951,stable,-0.5926811550699994
07-01-2024 22:00,-1.918166405,-0.817476828,-1.775663689,0.435993965,0.586458051,0.423526174,unstable,-1.9181525236999963
07-01-2024 23:00,-1.74140004,-1.698179949,-0.983146811,0.739478544,0.812035833,0.281856499,stable,-1.7414012512600008
08-01-2024 00:00,-1.454916811,-1.022984081,-1.14721613,0.509029936,0.8459128,0.259394453,stable,-1.454914239290001
08-01-2024 01:00,-1.408347546,-1.046218684,-0.912086323,0.628148198,0.592099149,0.743847865,unstable,-1.4083545201400003
08-01-2024 02:00,-1.165278018,-1.597025021,-0.530359225,0.976200153,0.07763383,0.748670737,stable,-1.1652690111699995
08-01-2024 03:00,-0.935379799,-1.233961017,-0.782539651,0.595022411,0.707350311,0.968596828,unstable,-0.9353816974200012
08-01-2024 04:00,-1.875752894,-1.056661224,-1.629202013,0.353856598,0.213481832,0.763664303,unstable,-1.875793620359999
08-01-2024 05:00,-0.907258638,-1.435906716,-1.277279378,0.840118496,0.979555315,0.985771605,unstable,-0.9072556936900004
08-01-2024 06:00,-0.653681169,-0.962317858,-0.562069447,0.852248221,0.232750938,0.879967788,stable,-0.65368393832
08-01-2024 07:00,-1.185462297,-1.474094586,-1.468470532,0.322322544,0.924700434,0.235484846,unstable,-1.1854691923600007
08-01-2024 08:00,-1.605929697,-0.654288586,-1.437403272,0.57571844,0.338336204,0.990831386,unstable,-1.6059638762000006
08-01-2024 09:00,-1.040585443,-0.889305499,-1.378650332,0.964457174,0.306712523,0.579518308,stable,-1.0405832222599989
08-01-2024 10:00,-0.977889002,-1.914272085,-0.820159534,0.226722866,0.072194871,0.4131514,stable,-0.977881085489999
08-01-2024 11:00,-0.669189608,-1.510223116,-1.280378756,0.665380459,0.851697319,0.644727677,unstable,-0.6691916223500016
08-01-2024 12:00,-0.638903218,-1.139296509,-1.784063712,0.986327179,0.234042739,0.933782513,unstable,-0.6389074213200004
08-01-2024 13:00,-1.964306355,-1.821309535,-1.843177123,0.463781597,0.965229089,0.784330441,unstable,-1.964292972679998
08-01-2024 14:00,-1.704672048,-0.85323223,-1.120925017,0.873788638,0.474854985,0.851426232,unstable,-1.7046403162700023
08-01-2024 15:00,-1.996038927,-0.772645229,-1.688712981,0.657640189,0.520247252,0.951594082,unstable,-1.9960518737399988
08-01-2024 16:00,-1.617021593,-1.88829312,-1.360457019,0.847154836,0.496127091,0.640612761,unstable,-1.6170091435400011
08-01-2024 17:00,-1.511721453,-1.225815373,-0.858794115,0.128497591,0.166025576,0.118138615,stable,-1.511724998040002
08-01-2024 18:00,-1.527432844,-1.749353331,-1.244717141,0.666048165,0.435006572,0.05424347,unstable,-1.5273689392599987
08-01-2024 19:00,-1.565784463,-1.716924366,-1.482315332,0.553319483,0.965718848,0.431693381,stable,-1.5657918813000007
08-01-2024 20:00,-1.116695964,-0.970890042,-0.961830424,0.208592986,0.675207122,0.106193422,stable,-1.1167207640200016
08-01-2024 21:00,-1.130996704,-1.62226297,-1.24231529,0.440777548,0.605951887,0.802381743,stable,-1.130972993609999
08-01-2024 22:00,-0.682518206,-1.533426281,-1.641391528,0.443672228,0.477771905,0.770805783,unstable,-0.6825192199599988
08-01-2024 23:00,-1.566744058,-0.563045753,-1.210018999,0.561227977,0.543855456,0.195457695,stable,-1.5667261103900005
09-01-2024 00:00,-1.130429639,-1.531330088,-1.093527077,0.11793316,0.330952337,0.991651538,stable,-1.1304395559599993
09-01-2024 01:00,-0.533660581,-0.998939158,-1.851511585,0.100996036,0.962227969,0.865200922,unstable,-0.5336499724399996
09-01-2024 02:00,-1.94255695,-1.292726136,-0.792974991,0.898649676,0.404739947,0.061107926,unstable,-1.9425541036200007
09-01-2024 03:00,-0.813350998,-0.993549992,-0.96755122,0.787809157,0.759230488,0.279672858,unstable,-0.81333857244
09-01-2024 04:00,-1.806203582,-0.630538326,-0.639508251,0.855085659,0.06943443,0.746724796,unstable,-1.8062054120799984
09-01-2024 05:00,-1.011561812,-0.593043568,-1.990693686,0.192650836,0.11022595,0.60825006,unstable,-1.0115499491499989
09-01-2024 06:00,-1.101144913,-1.162143795,-1.582138181,0.102693048,0.165921257,0.110639679,stable,-1.10112794488
09-01-2024 07:00,-0.507365438,-0.533106317,-1.366948082,0.120486446,0.193373241,0.20145806,unstable,-0.5073698811400004
09-01-2024 08:00,-1.25301653,-0.982270505,-1.602604576,0.979119054,0.624693018,0.727074758,unstable,-1.2529710668299998
09-01-2024 09:00,-1.294117218,-1.49115294,-0.862823628,0.760015079,0.532878263,0.455359516,unstable,-1.294114624539998
09-01-2024 10:00,-1.724248564,-1.702111349,-0.729597118,0.226977848,0.359461749,0.644019507,unstable,-1.7242626162699997
09-01-2024 11:00,-1.538340504,-1.458633639,-0.756848462,0.174280931,0.263803042,0.292778542,stable,-1.5383342963399997
09-01-2024 12:00,-1.489535779,-1.598638643,-0.706253166,0.12973709,0.731081034,0.488409154,unstable,-1.4895500002699977
09-01-2024 13:00,-1.791504419,-1.869187227,-1.806230752,0.541699142,0.644693325,0.653817559,unstable,-1.791502993320002
09-01-2024 14:00,-1.694923088,-0.905786386,-1.543560041,0.175898919,0.528888926,0.4245955,unstable,-1.694919308669999
09-01-2024 15:00,-1.480497448,-1.723881213,-0.620725833,0.656398559,0.868525549,0.183702791,stable,-1.4805066958699988
09-01-2024 16:00,-0.761647963,-1.252974686,-0.848114919,0.085469139,0.36331976,0.347174939,stable,-0.7616432100600004
09-01-2024 17:00,-1.824040488,-0.632900316,-0.988713984,0.18990381,0.411255108,0.222500312,stable,-1.8240430153599996
09-01-2024 18:00,-1.916243448,-1.319127115,-0.934778486,0.913698102,0.615400602,0.911180659,stable,-1.9162790568399979
09-01-2024 19:00,-0.941379843,-1.548344523,-1.77555874,0.241728585,0.739298969,0.696967261,unstable,-0.9413757392199987
09-01-2024 20:00,-0.79236366,-1.448914995,-0.590375643,0.585879565,0.705679946,0.695025476,stable,-0.7923680395600001
09-01-2024 21:00,-1.497032844,-0.806245817,-1.722577252,0.847904759,0.798143777,0.378958114,unstable,-1.497018679009999
09-01-2024 22:00,-1.122522123,-1.982865002,-1.936072598,0.503572027,0.238267609,0.358004631,unstable,-1.1225179469199995
09-01-2024 23:00,-1.464175866,-1.176625591,-1.564736975,0.413280364,0.711232551,0.746487871,unstable,-1.464203113140001
10-01-2024 00:00,-0.896428772,-0.696890884,-0.97859588,0.495762919,0.09781468,0.488103746,unstable,-0.8964257096899985
10-01-2024 01:00,-0.805774219,-0.54387419,-0.802283267,0.34817475,0.836403891,0.220482621,unstable,-0.8057860279200005
10-01-2024 02:00,-1.360727344,-1.011933019,-1.928428407,0.934457922,0.340122603,0.194730356,stable,-1.3607315455799986
