date,c1,c2,c3,p1,p2,p3,stability
01-01-2024 22:00,-0.825050525,-0.865248823,-1.9507618896400003,0.305136191,0.126532086,0.58473623,stable
01-01-2024 23:00,-1.353320078,-0.965076767,-1.1954100271800006,0.771991871,0.370267277,0.470652897,unstable
02-01-2024 00:00,-1.126297151,-1.05862417,-0.6307169529000007,0.403045251,0.602009296,0.196958121,unstable
02-01-2024 01:00,-0.787467179,-1.28360217,-0.5855094003400001,0.579441979,0.468652767,0.760248197,unstable
02-01-2024 02:00,-1.139091717,-0.830701687,-0.6742289900000006,0.217120024,0.962377865,0.568559501,unstable
02-01-2024 03:00,-0.80257873,-1.067510674,-1.7094401003900037,0.861306204,0.912846166,0.416478445,unstable
02-01-2024 04:00,-0.777641949,-1.512090161,-0.6284818805000006,0.914791086,0.572067151,0.26843127,stable
02-01-2024 05:00,-1.038529752,-0.988174548,-1.5984992903799986,0.946910103,0.272921667,0.219016378,unstable
02-01-2024 06:00,-0.861629086,-1.673880134,-1.1395790703700006,0.204406659,0.227857513,0.201167045,unstable
02-01-2024 07:00,-1.936736737,-0.661474929,-1.0667931591400008,0.776243857,0.476100186,0.898712116,unstable
02-01-2024 08:00,-1.051866319,-1.713499077,-1.463923434250001,0.333614625,0.799195621,0.059422667,stable
02-01-2024 09:00,-1.284469181,-1.941101255,-0.9486795653999985,0.974358876,0.803759614,0.918254101,unstable
02-01-2024 10:00,-0.729863238,-1.376552677,-1.409191370109999,0.727994846,0.857304281,0.351772616,stable
02-01-2024 11:00,-0.860838899,-0.887206055,-0.9922821905800018,0.157214726,0.414038971,0.377609331,stable
02-01-2024 12:00,-0.624019691,-0.906874561,-1.2468218088000007,0.596053514,0.76500684,0.863713011,unstable
02-01-2024 13:00,-1.367103857,-0.728235678,-1.624841159579999,0.282759256,0.932732214,0.793356303,unstable
02-01-2024 14:00,-0.650033204,-1.313855404,-1.1249038935899982,0.990376004,0.25179752,0.469819112,stable
02-01-2024 15:00,-1.584839134,-0.663571193,-0.5603869316500005,0.82910121,0.959389104,0.100066431,unstable
02-01-2024 16:00,-1.485450145,-1.676690402,-0.5295963764399992,0.137890759,0.524049281,0.115007888,stable
02-01-2024 17:00,-1.456901575,-1.197000144,-0.6686867929699999,0.077074694,0.23800383,0.597608602,unstable
02-01-2024 18:00,-1.19345453,-0.786990145,-1.0622156084100014,0.487693037,0.465678692,0.303252704,stable
02-01-2024 19:00,-0.934458455,-1.324802926,-1.8342369251799977,0.752080739,0.545648488,0.753819793,unstable
02-01-2024 20:00,-0.721277489,-1.631831506,-1.5788527341599983,0.971341984,0.52825618,0.385194967,unstable
02-01-2024 21:00,-1.263858272,-1.868102971,-1.685947614860001,0.949741092,0.31554649,0.541918832,unstable
02-01-2024 22:00,-0.941815424,-1.455489033,-1.5501731558000003,0.092113691,0.161323651,0.629538539,unstable
02-01-2024 23:00,-0.990320699,-0.740431994,-1.3817743719100013,0.218446975,0.13016429,0.927245127,unstable
03-01-2024 00:00,-1.528679071,-0.933536362,-1.1624948343500014,0.275524589,0.180635827,0.071150693,stable
03-01-2024 01:00,-1.147227152,-0.584545427,-1.360343718679998,0.734914971,0.701033898,0.571191709,unstable
03-01-2024 02:00,-1.539642972,-1.240710171,-1.4845254653400013,0.910460902,0.252904569,0.335623597,stable
03-01-2024 03:00,-0.802758458,-1.740064398,-1.0574930089799996,0.440125341,0.734540612,0.168255893,stable
03-01-2024 04:00,-1.866818959,-1.321717393,-1.6390097571700013,0.914943058,0.312604733,0.198586651,stable
03-01-2024 05:00,-1.814758628,-1.665673189,-0.9241850379200011,0.625448401,0.931250564,0.587481732,unstable
03-01-2024 06:00,-1.594990726,-0.645610083,-0.8987241799099995,0.080500436,0.727238816,0.535747285,stable
03-01-2024 07:00,-1.079571841,-1.26748158,-1.946582635810002,0.292293776,0.858954057,0.809433485,unstable
03-01-2024 08:00,-1.969939471,-0.974780862,-1.4295341837199973,0.918499242,0.769666622,0.736215,unstable
03-01-2024 09:00,-1.591741124,-1.856850974,-1.3536089211999995,0.729282373,0.264607238,0.602570249,unstable
03-01-2024 10:00,-1.844268579,-1.030609791,-1.6456919209299994,0.655262248,0.164645686,0.964074,unstable
03-01-2024 11:00,-1.182890552,-0.507567922,-1.2301802042000018,0.617576148,0.943404449,0.897934129,unstable
03-01-2024 12:00,-1.732388929,-1.039322741,-1.8006388595399967,0.276071227,0.356149941,0.947930936,stable
03-01-2024 13:00,-1.446599384,-1.257876344,-1.5943559588999994,0.132311799,0.551428485,0.853210667,stable
03-01-2024 14:00,-0.748265437,-0.830803017,-1.278943829639999,0.721021926,0.566078365,0.227266443,unstable
03-01-2024 15:00,-1.287815494,-1.074560816,-1.9601999274199984,0.814648058,0.427349472,0.065992467,stable
03-01-2024 16:00,-1.111870927,-0.651285587,-1.732484289309996,0.426609919,0.777890751,0.762608575,unstable
03-01-2024 17:00,-1.129886721,-0.656845369,-0.7779441474500008,0.469658208,0.14376284,0.242173233,stable
03-01-2024 18:00,-1.869352138,-1.990819758,-0.8697062429799991,0.224715845,0.322195067,0.631429086,stable
03-01-2024 19:00,-1.8626488,-0.720583759,-0.7649501522499998,0.816913062,0.785685789,0.26253483,unstable
03-01-2024 20:00,-1.174079174,-1.045371485,-1.5222356943500017,0.940562151,0.68697601,0.494277199,unstable
03-01-2024 21:00,-1.629652474,-0.806827311,-0.5973107918399999,0.769570317,0.297345403,0.223201092,unstable
03-01-2024 22:00,-1.83968981,-1.47696246,-1.3122720259000002,0.236448361,0.71871278,0.133248842,stable
03-01-2024 23:00,-0.761956344,-0.930094447,-0.5562804266900006,0.900438167,0.709168687,0.547601172,unstable
04-01-2024 00:00,-0.618602879,-0.968419289,-1.9449634568999985,0.377840508,0.551898284,0.72261567,unstable
04-01-2024 01:00,-1.896024246,-0.91914613,-1.266983547639998,0.616303807,0.894612523,0.714979938,unstable
04-01-2024 02:00,-1.66734962,-1.28618946,-1.149902215959998,0.512106495,0.58003683,0.106494546,unstable
04-01-2024 03:00,-1.398339807,-1.150138858,-0.5269396385899997,0.473559606,0.586932032,0.692527192,unstable
04-01-2024 04:00,-1.825784517,-1.740660859,-1.3627979256400011,0.59586262,0.672475668,0.391220704,unstable
04-01-2024 05:00,-1.956401653,-1.034831138,-0.9762396836200011,0.818171798,0.252390715,0.850767268,unstable
04-01-2024 06:00,-1.186650861,-1.932798447,-1.4455812588100019,0.36278988,0.070060111,0.24578767,stable
04-01-2024 07:00,-1.04606314,-1.907085686,-1.895633828220002,0.683096949,0.419971632,0.744807748,stable
04-01-2024 08:00,-0.611008787,-1.859561767,-0.63319764937,0.821609566,0.651431519,0.931990324,unstable
04-01-2024 09:00,-1.954014917,-1.268580725,-1.3244139813100007,0.387824418,0.24695312,0.68114796,unstable
04-01-2024 10:00,-1.139514665,-1.810389238,-1.2530366852,0.599086436,0.33050765,0.347287981,unstable
04-01-2024 11:00,-1.681975349,-1.193748628,-1.063502302540001,0.310071135,0.487755136,0.35197735,unstable
04-01-2024 12:00,-1.709861728,-1.226853933,-1.8827635957100035,0.635884956,0.327048254,0.122179839,stable
04-01-2024 13:00,-0.777147373,-1.792174428,-0.8016691424099989,0.189214434,0.195237949,0.087995384,stable
04-01-2024 14:00,-0.939060209,-0.640889963,-1.542546141079998,0.791567065,0.908931973,0.641188019,unstable
04-01-2024 15:00,-1.290479695,-1.051762205,-0.7943113518500001,0.76896247,0.986434013,0.721202261,unstable
04-01-2024 16:00,-0.554877705,-0.628492376,-1.7062083186399983,0.346975118,0.673216381,0.758566625,unstable
04-01-2024 17:00,-1.106306984,-0.691865358,-1.5989334287400003,0.645709296,0.551679533,0.809231033,unstable
04-01-2024 18:00,-1.864352684,-1.446615572,-0.5835533104999997,0.838630575,0.945511998,0.220583273,unstable
04-01-2024 19:00,-0.751397607,-0.918757552,-0.6690709324899994,0.817946754,0.44310795,0.064499259,stable
04-01-2024 20:00,-0.629883246,-1.691461061,-0.6624597925299999,0.950580563,0.784279997,0.984061571,unstable
04-01-2024 21:00,-1.359430425,-1.275892794,-0.95842665937,0.202196924,0.320286381,0.104929493,stable
04-01-2024 22:00,-0.554942663,-1.402088139,-0.7406917796799999,0.49698598,0.579084047,0.190388869,unstable
04-01-2024 23:00,-0.722129857,-1.690227037,-1.64915674603,0.066391304,0.125747529,0.714503592,unstable
05-01-2024 00:00,-1.41001999,-0.931022512,-1.5990797042299991,0.173240409,0.178907354,0.493383909,stable
05-01-2024 01:00,-0.642507586,-1.741186788,-0.6434394825700003,0.545684231,0.447257164,0.21599951,unstable
05-01-2024 02:00,-1.73895907,-1.340263382,-1.6775351888800003,0.631820826,0.988888246,0.386757626,unstable
05-01-2024 03:00,-1.842826889,-1.069280275,-1.4522189013200009,0.614122879,0.696988108,0.409465072,stable
05-01-2024 04:00,-1.37989766,-0.54184636,-1.0901260045599985,0.790520509,0.059747721,0.330453691,unstable
05-01-2024 05:00,-1.192910287,-0.810966281,-1.924580599039999,0.341649564,0.176211204,0.427043144,stable
05-01-2024 06:00,-1.524996368,-0.657862825,-1.2178409272400021,0.144784407,0.716140167,0.267533667,unstable
05-01-2024 07:00,-1.894400006,-1.661230519,-1.013150065279998,0.906382775,0.54608873,0.978279208,unstable
05-01-2024 08:00,-1.077398558,-1.934412248,-1.6842758317899997,0.425179102,0.340887661,0.873232922,unstable
05-01-2024 09:00,-1.814377334,-1.606068019,-0.7370362627000001,0.990996982,0.190586915,0.334653674,stable
05-01-2024 10:00,-1.45180699,-1.439914671,-1.9121322592699985,0.606133819,0.485587649,0.895076685,stable
05-01-2024 11:00,-0.830269572,-1.99565218,-0.75473728141,0.524352298,0.303414332,0.437988147,stable
05-01-2024 12:00,-1.413222004,-0.518402838,-0.6314259904700004,0.896133231,0.718076098,0.082876758,unstable
05-01-2024 13:00,-0.612777374,-0.840268667,-1.5632175253199996,0.749153917,0.837036,0.881581346,unstable
05-01-2024 14:00,-0.709412797,-1.267663348,-0.9766189863899989,0.3354138,0.258184081,0.176920421,stable
05-01-2024 15:00,-0.635222387,-0.987823507,-0.6471073679599997,0.095256233,0.73902414,0.349330711,unstable
05-01-2024 16:00,-1.573200831,-0.82380715,-1.1028120766600016,0.993691921,0.182544247,0.629636215,unstable
05-01-2024 17:00,-1.056917254,-1.125644422,-1.3575350086500004,0.560933285,0.439887694,0.290711775,stable
05-01-2024 18:00,-1.176266494,-1.105347602,-0.8921762035899994,0.187665214,0.084595536,0.691412673,stable
05-01-2024 19:00,-1.683648195,-0.91906171,-0.8854496844499989,0.445274715,0.407073833,0.962031116,unstable
05-01-2024 20:00,-1.637384278,-1.968546405,-1.4137524123199983,0.744888312,0.914090463,0.930346498,unstable
05-01-2024 21:00,-0.706075813,-0.729705537,-0.7188144598600009,0.418102321,0.433400246,0.187788728,unstable
05-01-2024 22:00,-1.489143925,-1.472820928,-1.778133299959999,0.240982818,0.128869655,0.520623815,stable
05-01-2024 23:00,-1.795691641,-1.838299167,-1.7563059629899975,0.678388706,0.717134728,0.552442612,unstable
06-01-2024 00:00,-1.875642294,-1.955963387,-1.259339657549998,0.803444346,0.074443496,0.439608769,unstable
06-01-2024 01:00,-0.638535894,-1.959005347,-1.532637680750001,0.994647488,0.229000538,0.883051681,unstable
06-01-2024 02:00,-1.447144713,-1.848215502,-1.1631066669599994,0.138273224,0.412267555,0.267897783,stable
06-01-2024 03:00,-0.979574257,-0.76869371,-1.0287666585900004,0.744465741,0.174313882,0.872965112,unstable
06-01-2024 04:00,-1.246030083,-1.591086508,-1.5046418960100008,0.293606962,0.241695028,0.53123728,stable
06-01-2024 05:00,-0.643850986,-0.831336049,-1.4339657840799998,0.456637964,0.131737027,0.887672711,stable
06-01-2024 06:00,-1.641126177,-1.024575843,-1.3019937310900007,0.233043731,0.455161514,0.16245222,unstable
06-01-2024 07:00,-1.392522541,-1.608622953,-0.8620654749300001,0.60594469,0.95137933,0.165330974,unstable
06-01-2024 08:00,-1.069750691,-0.736515283,-0.561474007849999,0.21313423,0.104912854,0.701868116,stable
06-01-2024 09:00,-1.376651581,-1.777610093,-1.6313015740000012,0.895917776,0.73512905,0.183235604,unstable
06-01-2024 10:00,-1.073729413,-1.531561639,-1.767484099029998,0.850165707,0.902526256,0.987838939,unstable
06-01-2024 11:00,-1.928883343,-1.273329442,-0.5403008470299994,0.610753639,0.153716295,0.418290293,unstable
06-01-2024 12:00,-1.446435854,-1.23776761,-1.2037946105700001,0.806994081,0.160941548,0.259819187,stable
06-01-2024 13:00,-0.757291305,-1.767138925,-1.0357952450299992,0.329533953,0.332099139,0.340989841,stable
06-01-2024 14:00,-1.960840698,-1.739526587,-1.4160562128699994,0.401420871,0.13695941,0.103242325,stable
06-01-2024 15:00,-0.795362746,-0.960668757,-1.0168036446299993,0.763361257,0.419400059,0.562302845,unstable
06-01-2024 16:00,-0.862293503,-1.017579383,-0.65267572478,0.193752472,0.764895228,0.867230098,unstable
06-01-2024 17:00,-1.63496832,-1.404356325,-0.9788330110400004,0.730050476,0.398632756,0.529091301,unstable
06-01-2024 18:00,-1.38855754,-1.853427629,-1.5464486658799972,0.709628673,0.84986016,0.849255497,unstable
06-01-2024 19:00,-0.782263551,-0.935458716,-0.5387078107599995,0.825771218,0.258397785,0.075619225,unstable
06-01-2024 20:00,-1.553848922,-1.951365359,-0.6233235640699993,0.593410772,0.37387641,0.577771779,unstable
06-01-2024 21:00,-1.961774317,-0.858008509,-1.98076033332,0.42163821,0.933305633,0.680300685,unstable
06-01-2024 22:00,-1.676719717,-1.909779,-1.956598370619997,0.232132774,0.320608323,0.635449751,stable
06-01-2024 23:00,-1.057253318,-1.366509077,-0.5610117663300004,0.91989329,0.28032652,0.105940518,unstable
07-01-2024 00:00,-1.271988081,-1.770216574,-0.7576166910000012,0.449291548,0.55576023,0.953098266,unstable
07-01-2024 01:00,-1.675345635,-1.234936212,-1.4906918610199997,0.311078172,0.547424587,0.914632407,unstable
07-01-2024 02:00,-0.877383408,-0.660394184,-1.9725044289900016,0.125158355,0.967380282,0.802197578,unstable
07-01-2024 03:00,-1.350604621,-1.920262421,-1.639842150609998,0.784747599,0.950116356,0.069852549,unstable
07-01-2024 04:00,-0.966873408,-1.393422554,-0.6317887680299992,0.259866632,0.925371973,0.879336464,unstable
07-01-2024 05:00,-0.836310262,-0.619778979,-1.5641528144799992,0.619558877,0.242109279,0.263059413,stable
07-01-2024 06:00,-1.655253069,-1.693321627,-1.3532330995200015,0.976977024,0.347303749,0.980520517,unstable
07-01-2024 07:00,-1.459194745,-1.968065831,-0.9073689315000005,0.323317157,0.058033418,0.833382676,stable
07-01-2024 08:00,-0.845818965,-1.54094304,-1.2003222099200004,0.902175245,0.860378457,0.834928999,unstable
07-01-2024 09:00,-1.647526241,-1.238630613,-0.7766049769300005,0.152783685,0.059514641,0.782021128,unstable
07-01-2024 10:00,-1.256987384,-0.536927091,-0.812218468860001,0.931691414,0.356594226,0.09102641,unstable
07-01-2024 11:00,-1.336343998,-1.615702401,-0.5634458304699994,0.947642471,0.070462397,0.473726407,unstable
07-01-2024 12:00,-1.834015114,-1.228987741,-1.581340800020001,0.22459689,0.718258127,0.769168232,unstable
07-01-2024 13:00,-1.823264561,-1.305901411,-1.7814006552000026,0.333463465,0.43559169,0.243247212,stable
07-01-2024 14:00,-0.796337379,-1.676363319,-0.8487899922600003,0.224306353,0.241469493,0.732628748,unstable
07-01-2024 15:00,-1.731630791,-0.583414285,-0.8052984301200007,0.107081089,0.570033285,0.539953404,unstable
07-01-2024 16:00,-1.494715178,-0.512736437,-0.89772258182,0.24880544,0.497955362,0.10253096,stable
07-01-2024 17:00,-0.908641757,-1.824263617,-0.7937410848600002,0.10652846,0.750944477,0.474652692,stable
07-01-2024 18:00,-1.478167047,-1.646648726,-1.265249939850001,0.632003464,0.206083314,0.793691549,unstable
07-01-2024 19:00,-1.271804708,-1.827053174,-0.5323408456800007,0.492716451,0.815490558,0.514919503,unstable
07-01-2024 20:00,-0.547462304,-0.674936213,-0.6661209405100008,0.073300109,0.224943085,0.993730112,unstable
07-01-2024 21:00,-0.59269326,-1.051048869,-1.0635605597499997,0.122787603,0.237547181,0.996737951,stable
07-01-2024 22:00,-1.918166405,-0.817476828,-1.7756574847399977,0.435993965,0.586458051,0.423526174,unstable
07-01-2024 23:00,-1.74140004,-1.698179949,-0.9831000370400012,0.739478544,0.812035833,0.281856499,stable
08-01-2024 00:00,-1.454916811,-1.022984081,-1.1472159086000009,0.509029936,0.8459128,0.259394453,stable
08-01-2024 01:00,-1.408347546,-1.046218684,-0.9121268186099992,0.628148198,0.592099149,0.743847865,unstable
08-01-2024 02:00,-1.165278018,-1.597025021,-0.5303672896599997,0.976200153,0.07763383,0.748670737,stable
08-01-2024 03:00,-0.935379799,-1.233961017,-0.7825675071599995,0.595022411,0.707350311,0.968596828,unstable
08-01-2024 04:00,-1.875752894,-1.056661224,-1.6291666138599985,0.353856598,0.213481832,0.763664303,unstable
08-01-2024 05:00,-0.907258638,-1.435906716,-1.2772904649600014,0.840118496,0.979555315,0.985771605,unstable
08-01-2024 06:00,-0.653681169,-0.962317858,-0.5620427859699995,0.852248221,0.232750938,0.879967788,stable
08-01-2024 07:00,-1.185462297,-1.474094586,-1.4684849855499982,0.322322544,0.924700434,0.235484846,unstable
08-01-2024 08:00,-1.605929697,-0.654288586,-1.4373921205,0.57571844,0.338336204,0.990831386,unstable
08-01-2024 09:00,-1.040585443,-0.889305499,-1.3786544931200018,0.964457174,0.306712523,0.579518308,stable
08-01-2024 10:00,-0.977889002,-1.914272085,-0.820145872209999,0.226722866,0.072194871,0.4131514,stable
08-01-2024 11:00,-0.669189608,-1.510223116,-1.2803749302700012,0.665380459,0.851697319,0.644727677,unstable
08-01-2024 12:00,-0.638903218,-1.139296509,-1.7841061091600006,0.986327179,0.234042739,0.933782513,unstable
08-01-2024 13:00,-1.964306355,-1.821309535,-1.843176905100001,0.463781597,0.965229089,0.784330441,unstable
08-01-2024 14:00,-1.704672048,-0.85323223,-1.1209417679900018,0.873788638,0.474854985,0.851426232,unstable
08-01-2024 15:00,-1.996038927,-0.772645229,-1.6887356748499998,0.657640189,0.520247252,0.951594082,unstable
08-01-2024 16:00,-1.617021593,-1.88829312,-1.360473187969998,0.847154836,0.496127091,0.640612761,unstable
08-01-2024 17:00,-1.511721453,-1.225815373,-0.8587773208399991,0.128497591,0.166025576,0.118138615,stable
08-01-2024 18:00,-1.527432844,-1.749353331,-1.2447200629299993,0.666048165,0.435006572,0.05424347,unstable
08-01-2024 19:00,-1.565784463,-1.716924366,-1.482294808610001,0.553319483,0.965718848,0.431693381,stable
08-01-2024 20:00,-1.116695964,-0.970890042,-0.9618423576799999,0.208592986,0.675207122,0.106193422,stable
08-01-2024 21:00,-1.130996704,-1.62226297,-1.2423334195199995,0.440777548,0.605951887,0.802381743,stable
08-01-2024 22:00,-0.682518206,-1.533426281,-1.641419628080001,0.443672228,0.477771905,0.770805783,unstable
08-01-2024 23:00,-1.566744058,-0.563045753,-1.2100433193999998,0.561227977,0.543855456,0.195457695,stable
09-01-2024 00:00,-1.130429639,-1.531330088,-1.0935178134500005,0.11793316,0.330952337,0.991651538,stable
09-01-2024 01:00,-0.533660581,-0.998939158,-1.8515206233899986,0.100996036,0.962227969,0.865200922,unstable
09-01-2024 02:00,-1.94255695,-1.292726136,-0.79291573035,0.898649676,0.404739947,0.061107926,unstable
09-01-2024 03:00,-0.813350998,-0.993549992,-0.9675365885800004,0.787809157,0.759230488,0.279672858,unstable
09-01-2024 04:00,-1.806203582,-0.630538326,-0.6394603205400006,0.855085659,0.06943443,0.746724796,unstable
09-01-2024 05:00,-1.011561812,-0.593043568,-1.990676390269999,0.192650836,0.11022595,0.60825006,unstable
09-01-2024 06:00,-1.101144913,-1.162143795,-1.5821440782300016,0.102693048,0.165921257,0.110639679,stable
09-01-2024 07:00,-0.507365438,-0.533106317,-1.366940446579998,0.120486446,0.193373241,0.20145806,unstable
09-01-2024 08:00,-1.25301653,-0.982270505,-1.602644640880002,0.979119054,0.624693018,0.727074758,unstable
09-01-2024 09:00,-1.294117218,-1.49115294,-0.8628437056700003,0.760015079,0.532878263,0.455359516,unstable
09-01-2024 10:00,-1.724248564,-1.702111349,-0.7296185700500001,0.226977848,0.359461749,0.644019507,unstable
09-01-2024 11:00,-1.538340504,-1.458633639,-0.7568445773299995,0.174280931,0.263803042,0.292778542,stable
09-01-2024 12:00,-1.489535779,-1.598638643,-0.7062319363500008,0.12973709,0.731081034,0.488409154,unstable
09-01-2024 13:00,-1.791504419,-1.869187227,-1.8062333264100017,0.541699142,0.644693325,0.653817559,unstable
09-01-2024 14:00,-1.694923088,-0.905786386,-1.5436284581400006,0.175898919,0.528888926,0.4245955,unstable
09-01-2024 15:00,-1.480497448,-1.723881213,-0.6207337512700009,0.656398559,0.868525549,0.183702791,stable
09-01-2024 16:00,-0.761647963,-1.252974686,-0.8481249793199992,0.085469139,0.36331976,0.347174939,stable
09-01-2024 17:00,-1.824040488,-0.632900316,-0.9887301096999996,0.18990381,0.411255108,0.222500312,stable
09-01-2024 18:00,-1.916243448,-1.319127115,-0.9347432393199996,0.913698102,0.615400602,0.911180659,stable
09-01-2024 19:00,-0.941379843,-1.548344523,-1.7755679191999993,0.241728585,0.739298969,0.696967261,unstable
09-01-2024 20:00,-0.79236366,-1.448914995,-0.5903743123800005,0.585879565,0.705679946,0.695025476,stable
09-01-2024 21:00,-1.497032844,-0.806245817,-1.7225701642800006,0.847904759,0.798143777,0.378958114,unstable
09-01-2024 22:00,-1.122522123,-1.982865002,-1.9360680409400022,0.503572027,0.238267609,0.358004631,unstable
09-01-2024 23:00,-1.464175866,-1.176625591,-1.5647392092399985,0.413280364,0.711232551,0.746487871,unstable
10-01-2024 00:00,-0.896428772,-0.696890884,-0.9785833555400005,0.495762919,0.09781468,0.488103746,unstable
10-01-2024 01:00,-0.805774219,-0.54387419,-0.8022900966500015,0.34817475,0.836403891,0.220482621,unstable
10-01-2024 02:00,-1.360727344,-1.011933019,-1.9284605968500017,0.934457922,0.340122603,0.194730356,stable
10-01-2024 03:00,-0.979771183,-1.7642656,-1.6584082404600002,0.429647564,0.284782629,0.800013406,stable
10-01-2024 04:00,-1.876383749,-1.604870736,-1.9948980742099989,0.862543772,0.670933098,0.488639944,unstable
10-01-2024 05:00,-0.734899852,-1.261498419,-1.0703599103499994,0.496304377,0.33938494,0.194535735,unstable
10-01-2024 06:00,-1.46348111,-1.824012142,-1.040701941939998,0.662654801,0.104522966,0.888236846,unstable
10-01-2024 07:00,-0.996287375,-1.885897142,-1.9721018663700014,0.380921987,0.756393559,0.421644371,stable
10-01-2024 08:00,-1.792449705,-0.836277079,-1.156739199089998,0.615179579,0.249208202,0.450189833,stable
10-01-2024 09:00,-1.776814979,-0.73878038,-1.5636107771799985,0.318015195,0.392484024,0.58992791,unstable
10-01-2024 10:00,-0.651686821,-1.537855075,-1.6001593069300002,0.143777947,0.365741178,0.340596549,stable
10-01-2024 11:00,-1.981217525,-1.351669909,-1.5261848174199997,0.789457287,0.121008666,0.1952832,unstable
10-01-2024 12:00,-1.620408973,-0.919459831,-0.5734577776099994,0.718525729,0.195817991,0.258250556,unstable
10-01-2024 13:00,-0.994159251,-1.392261777,-1.9542586106499984,0.299504135,0.646154481,0.72869611,unstable
10-01-2024 14:00,-1.936030891,-1.771118055,-0.77478243615,0.63442057,0.545789264,0.938068901,stable
10-01-2024 15:00,-1.888781979,-1.312097738,-1.855079201889999,0.355608742,0.535051803,0.405585622,unstable
10-01-2024 16:00,-1.210661182,-0.515243295,-1.965130332349998,0.786271321,0.210815875,0.239379264,unstable
10-01-2024 17:00,-1.890014255,-1.737650386,-1.2453656977500003,0.089524242,0.525286401,0.770905995,unstable
10-01-2024 18:00,-0.818117882,-1.140610999,-1.706879988400001,0.982911649,0.574708631,0.102844283,unstable
10-01-2024 19:00,-1.645955546,-1.074876466,-0.6226536814400004,0.766129732,0.060900264,0.277706347,stable
10-01-2024 20:00,-1.567296071,-1.312611886,-1.778619282019998,0.47922577,0.256256724,0.926698315,unstable
10-01-2024 21:00,-1.892796872,-0.927547718,-1.2758851524400006,0.478787494,0.835390936,0.111801147,stable
10-01-2024 22:00,-0.808648046,-1.015727109,-0.7703117763000001,0.284910633,0.735954703,0.419800487,unstable
10-01-2024 23:00,-1.483939852,-0.863908513,-0.8468918982600008,0.722767303,0.407799747,0.222834965,unstable
11-01-2024 00:00,-1.669061556,-1.302665826,-1.441263426619999,0.244061443,0.674550772,0.692420164,unstable
11-01-2024 01:00,-0.510950294,-0.627895267,-1.5385850381399993,0.678560559,0.963956697,0.242388994,stable
11-01-2024 02:00,-1.79113582,-0.793034819,-0.52528795011,0.559515346,0.501782707,0.455040337,unstable
11-01-2024 03:00,-1.61389818,-0.878174084,-0.7259528745,0.771850753,0.878282738,0.27616776,stable
11-01-2024 04:00,-0.91943057,-1.727097429,-1.5525939391899999,0.763901615,0.280970269,0.360436222,unstable
11-01-2024 05:00,-0.543317433,-1.410855326,-1.2877847507799993,0.953461034,0.310095935,0.925715785,stable
11-01-2024 06:00,-1.421343817,-1.625368425,-1.9230061249999995,0.187573229,0.225414351,0.760006229,unstable
